Created on,Problem,Solution,Priority,Skill Level, Estimated Cost of Repair - amount ,Status,Funding,Date Completed, Final Cost of Repair/Investment - amount ,Community,Volunteer or Groups,Contractor
2018-07-20 14:20,"Front deck needs repair. Rotten deck boards, hand rail tops. Otherwise structurally ok.","Remove all 5/4"" deck boards. Use square drive bit. Replace deck boards. Replace handrail tops.

Deck is 7'4"" x 7'4"".

If you purchase kiln-dried material from Mars Hill Hardware, you can immediately apply stain or paint.",Urgent,High, $300 ,Complete,,2018-08-13,,Marshall,"St. Mary's (Kinston);
CC New Bern/St. Mary's Lakewood, WA;
Forsyth United Methodist Church",
2018-07-20 13:59,Storm door has come off two of its hinges. Closer is bent. Trim around door is damaged.,"Remove old storm door. Remove old trim and old caulk. It may be possible to repair the old storm door, but you will have to remove it anyway so it would be a good time to replace it. Replace ""Brick-mold"" trim with 1 1/2"" material ( #1 2x4's), caulk and paint. Install new storm door, latch, and closer.

The existing storm door opens out, right hinge. Width and height were not measured.

Main door in good shape.",Urgent,High, $200 ,Complete,,2018-07-27,,Marshall,St. Mary's (Kinston),
2018-07-20 13:57,Exterior light is dangling by wires,Shut off breaker and replace exterior light,Urgent,High, $30 ,Complete,,2018-07-27,,Marshall,St. Mary's (Kinston),
2018-07-20 13:54,"Propane heater needs repair. Client does not have funds to get someone to look at it. Empire brand, could not find mfg. date",Get Heating man to look at it,High,High,,Archived,,,,Marshall,,
2018-07-19 11:52,"Tub in Master bathroom is cracked. Weak spot in floor, damage could extend under tub. Area water damaged. Client has trouble getting in and out. No leaks right now.","Remove old tub. Repair subfloor. Install walk- in shower. Plumbing, drains , faucet need to be redone.

The existing tub is 43"" wide x 60""long.

The rest of the bathroom is in decent shape.

Note- there is a second, smaller bathroom in the home that could be used while construction is happening in the master bath. This bathroom also contains a bathtub that is hard for the client to get in and out of.",High,High," $3,000 ",Complete,,,,Marshall,,Independent Living through NC Vocational Rehab
2018-07-19 11:51,Siding repair and painting is needed,"The siding here is 1/2"" mdf with faux- wood grain. Replace some siding boards. This type of siding requires immediate caulk and paint.

The whole house could use paint and caulk once the siding is fixed.",High,High, $300 ,Archived,,,,Marshall,,
2018-07-19 11:20,Snow piles up in front of Ruby's front door and is hard for her to clear in the winter.,Complete porch repairs. Build a porch roof. This can be accomplished by extending the gable end.,High,High, $375 ,Complete,,,,Marshall,,
2018-07-18 15:55,Gutters clogged,clean gutters,High,,,Archived,,,,Marshall,,
2018-07-18 15:55,Weeds and bushes grown up on one side.,Weed eat and cut brush. This job is needed for access to siding for repairs and painting.,High,Low,,Archived,,,,Marshall,,
2018-07-12 8:38,"Deck has fallen. A relative of Crystal jacked it up, but it needs further reinforcement.",Install 4x4 pressure treated beam and three new piers. Utilize existing cinderblock.,Urgent,Low, $60 ,Complete,,,,Walnut Community,,
2018-07-06 17:32,No CO/Smoke detector,install,Urgent,Low, $40 ,Archived,,,,Spillcorn,,
2018-07-06 17:31,Clients may need a walk in shower soon,They need to keep their tub now because that's the only way they can bathe with hot water. When they get a well then they can get a walk in shower.,High,High," $3,000 ",Complete,,,,Spillcorn,,
2018-07-06 17:29,Back doorway/ Ramp/deck needs work,,High,High,,Complete,Volunteer,2023-05-17, $300 ,Spillcorn,Daniel Olson,
2018-07-06 17:28,Siding is in rough shape,Siding made of unknown material- I am researching this,High,High,,Complete,Summer Group,2023-07-27," $1,400 ",Spillcorn,Friendly Ave. Church (Greensboro),
2018-07-06 17:27,Guttters need replacement,Repair/replace gutters and drainpipes. Working on details,High,High,,Archived,,,,Spillcorn,,
2018-07-06 17:26,Junk needs to be hauled off . An old shed needs to be torn down,Tear down old shed and take loads to the landfill,High,Low,,Archived,,,,Spillcorn,,
2018-07-06 17:23,"Water problems, no hot water","Hugh and Nita have not had any hot water for a long time. They do not have a water heater, and heat up water for baths on the stove. Their home is on a gravity-fed system, which works but requires maintenance. There is a good reservoir, but the spring is a lot further up. Nita's solution is to just get the water out of the small creek. The problem here, although the watershed is clean, is that the pipes get clogged up frequently even with a screen. Nita, at 81, is still able to walk up the holler and maintain the pipes, but it is getting harder, and she has to do it often, sometimes once a day in rainy weather.

The family is afraid, with good reason, that a water heater will get clogged up with silt.

Their daughter, Nina, wants to get them a well, and is looking into a USDA Loan for that.

Monitor the situation, and if they are able to get a well, get a small, one element water heater for them. (house does not have 240 power).",Urgent,,,Complete,,2019-07-08,,Spillcorn,,
2018-07-06 12:56,"Melissa purchased a ""shed"" that is up to code to be used as a home.",This is essentially new construction. No kitchen or bath. Clients need assistance getting bathroom fixtures installed (most urgent) and also kitchen set up.,Urgent,High," $2,000 ",Archived,,,,Marshall,Shadyside (Pittsburgh),
2018-07-03 17:40,Bad floors. Lots of plywood patches. Several dangerous places.,"Remove patches, remove old subfloor, reinforce and scab joists, put back plywood

Care should be taken to reduce dust because of client's copd",Urgent,High, $400 ,Waiting,,,,Spillcorn,,
2018-07-03 17:34,Roof leaks,"install metal roof. the existing roof is fairly flat, see photos, rafters needed.",Urgent,High," $2,600 ",,,,,Spillcorn,,
2018-07-03 17:31,Steps are slanted and slippery. Rails starting to rot.,"Build a better set of steps. Add handrails. The existing deck is in decent shape and is 44"" high",Urgent,High, $200 ,,,,,Spillcorn,,
2018-07-03 17:26,Joe has a difficult time getting in and out of the shower.,install a handicap shower in the larger bathroom. the other bathroom does not have a tub/shower.,Urgent,High," $5,000 ",Waiting,,,,Spillcorn,,
2018-07-03 17:22,gutters need work,Re- attach the gutter on the front side using hidden hangers. it is falling off. Install drainpipes on each corner,High,High, $100 ,Waiting,,,,Spillcorn,,
2018-07-03 17:13,Kitchen sink needs work. Drain leaks.,"The old counter top is damaged, Remove sink and faucet, install new countertop. The old faucet and sink can be re used. Reinstall sink and faucet. Replace drain trap parts. Replace basket strainer.

Note- home on gravity water. there is a shutoff under the trailer, condition unknown.",High,High, $200 ,Waiting,,,,Spillcorn,,
2018-07-03 17:12,Clients may need help hauling off junk,"Haul stuff to landfill, get card #",High,Low,,,,,,Spillcorn,,
2018-07-03 15:22,co detector neede,install battery powered unit,Urgent,Low, $20 ,Waiting,,,,Spillcorn,,
2018-06-29 12:30,Addition with the wood stove has two leaks- one in the doorway and one where the addition roof joins the trailer. Water pudddles in the room during rains,"The reason why the doorway leaks is mainly because the deck height is higher than the interior floor height. Water runs into the room through the doorway. The roof connection leaks because of bad flashing. an attempt should be made to caulk, flash and tar the corner of the addition roof.  

Caulk around the threshold to try to stop water getting in. Door needs to be trimmed anyway- that would stop some water",Urgent,High, $70 ,Complete,,2018-07-20,,Wolf Laurel,Highland Presbyterian (Lancaster),
2018-06-28 16:48,Bathroom is in rough shape. Commode wobbly. Tub drain leak. Faucet leak. Hot water heater leak. Floors weak. Hot water heater supported by boards. hole in floor next to water heater.,"Remodel. New shower, sink, plumbing, hot water heater, commode.

Handicap commode and walk in shower recommended- elderly/disabled residents

The water heater is only 6 yrs old with new elements according to Michael, so could be reused  

Note- home on gravity water  

room is approximately 8'x8'.",Urgent,High," $5,000 ",Archived,,,,Wolf Laurel,,
2018-06-28 16:45,Kitchen sink faucet does not produce hardly any water when you turn on the tap.,"There are a couple possible reasons why I think this may be happening. 1) the supply lines are spliced together and are 3/8 or smaller, and may be clogged. they also have small leaks. Also, there is a busted shut-off valve that is visible from the crawlspace access. I thought maybe it had busted off in the ""almost shut"" position.  

Replace water lines to the kitchen faucet and add shut-offs under the sink.

There is a newer, ball valve shut off under the house that may work.

Home is on a gravity fed system. .",Urgent,High, $400 ,Complete,,2019-09-23,,Wolf Laurel,,
2018-06-28 16:35,Porch roof leak,"The roof leaks because of missing flashing. This will be tricky, but try to install some aluminum flashing under the little trailer gutters, caulk with roof caulk, and install new 1"" roof screws to hold the flashing onto the gutters.",Urgent,High, $30 ,Complete,,,,Wolf Laurel,Friendly Ave. Church (Greensboro),
2018-06-28 15:55,Back deck is not in good shape. Joists have come loose.,"Tear down and rebuild. Be prepared for threshold /floor damage. Repair any floor damage and install new flashing under the trailer metal to keep water out.

Existing deck is 8' x 10. Build a new, free- standing deck that size or smaller. It should slope gently away from the house. Install deck blocks and 4x4 posts. Use 4"" Timber lock screws to attach framing to posts. Build new steps on the side. Go ahead and install handrails since you have elderly/disabled residents. Improve the pathway from the new steps around the building with gravel, etc.",Urgent,High, $400 ,Archived,,,,Wolf Laurel,,
2018-06-28 15:54,"Wood in yard needs to be split. They will need more for winter,.","rent a wood splitter, get more wood",High,Low, $50 ,Complete,,,,Wolf Laurel,Friendly Ave. Church (Greensboro),
2018-06-28 15:52,"Junk around back needs to be hauled off. Also, the oil barrel needs to be better supported, it is leaning into the trailer too much.",Talk to the family about what goes. Get some concrete blocks to further support the oil barrel after rolling it away from the house. Check connections on barrel for oil leaks,Low,, $20 ,Complete,,,,Wolf Laurel,Friendly Ave. Church (Greensboro),
